YearBuilt,lat,lon,PNUMBR,DollarAmount,Program,Activity,TAXID,Full Address,,,,,,,,,
1888,-76.14093147,43.07507928,337100800,20000,Lead,Syracuse Lead Project,3.12E+25,149-51 Harold St,,,,,,,,,
1925,-76.14089511,43.07925247,337003500,20000,Lead,Syracuse Lead Project,3.12E+25,215 Harding St,,,,,,,,,
1857,-76.14083793,43.05346413,637001600,20000,Lead,Syracuse Lead Project,3.12E+25,317 Hawley Ave,,,,,,,,,
1900,-76.14079786,43.0609816,607102501,20000,Lead,Syracuse Lead Project,3.12E+25,215 Beecher St,,,,,,,,,
1928,-76.14078994,43.01395722,1467101200,20000,Lead,Syracuse Lead Project,3.12E+25,104 Ostrander Ave E,,,,,,,,,
1925,-76.14070588,43.06182904,444202400,20000,Lead,Syracuse Lead Project,3.12E+25,124 Jasper St,,,,,,,,,
1930,-76.14064753,43.06022864,623101900,20000,Lead,Syracuse Lead Project,3.12E+25,321 Douglas St,,,,,,,,,
1870,-76.14063984,43.06435523,439004000,20000,Lead,Syracuse Lead Project,3.12E+25,204 Hier Ave,,,,,,,,,
1880,-76.14063265,43.07080789,488000900,20000,Lead,Syracuse Lead Project,3.12E+25,119 Sweeting St,,,,,,,,,
1930,-76.14062099,43.08008474,355104800,20000,Lead,Syracuse Lead Project,3.12E+25,229-31 Maplehurst Ave,,,,,,,,,
1930,-76.14058092,43.05971849,623102700,20000,Lead,Syracuse Lead Project,3.12E+25,312 Douglas St,,,,,,,,,
1930,-76.14056521,43.01289356,1440000700,20000,Lead,Syracuse Lead Project,3.12E+25,115 Hobart Ave,,,,,,,,,
1910,-76.14053715,43.0124996,1440003200,20000,Lead,Syracuse Lead Project,3.12E+25,116 Hobart Ave,,,,,,,,,
1920,-76.14046834,43.07081585,488001000,20000,Lead,Syracuse Lead Project,3.12E+25,121 Sweeting St,,,,,,,,,
1925,-76.14035858,43.06184565,444202600,20000,Lead,Syracuse Lead Project,3.12E+25,134 Jasper St,,,,,,,,,
1924,-76.14032054,43.00126454,1481203000,20000,Lead,Syracuse Lead Project,3.12E+25,419 Seneca Dr,,,,,,,,,
1924,-76.14030525,43.00137647,1481202900,20000,Lead,Syracuse Lead Project,3.12E+25,415 Seneca Dr,,,,,,,,,
1910,-76.14028608,43.07029808,488002200,20000,Lead,Syracuse Lead Project,3.12E+25,200 Sweeting St,,,,,,,,,
1928,-76.14027489,43.07395617,398102600,20000,Lead,Syracuse Lead Project,3.12E+25,160 Worden Ave,,,,,,,,,
1910,-76.14027298,43.05981502,623102900,20000,Lead,Syracuse Lead Project,3.12E+25,320 Douglas St,,,,,,,,,
1930,-76.14025802,43.00402732,1417002800,20000,Lead,Syracuse Lead Project,3.12E+25,306 Clarence Ave,,,,,,,,,
1915,-76.14023078,43.0638678,435000600,20000,Lead,Syracuse Lead Project,3.12E+25,133 Grumbach Ave,,,,,,,,,
1900,-76.14020246,43.06346152,435000201,20000,Lead,Syracuse Lead Project,3.12E+25,113 Grumbach Ave,,,,,,,,,
1930,-76.1402019,43.0068211,1429003600,20000,Lead,Syracuse Lead Project,3.12E+25,322 Florence Ave E,,,,,,,,,
1930,-76.1402019,43.0068211,1429003600,20000,Lead,Syracuse Lead Project,3.12E+25,322 Florence Ave E,,,,,,,,,
1930,-76.14019732,43.07978821,355104400,20000,Lead,Syracuse Lead Project,3.12E+25,215 Maplehurst Ave,,,,,,,,,
1900,-76.14016823,43.07114801,480002400,20000,Lead,Syracuse Lead Project,3.12E+25,122 Schiller Ave,,,,,,,,,
1928,-76.14014149,42.99463416,1494103001,20000,Lead,Syracuse Lead Project,3.12E+25,207-09 Warrington Rd E,,,,,,,,,
1920,-76.14013923,43.0598806,623103000,20000,Lead,Syracuse Lead Project,3.12E+25,324 Douglas St,,,,,,,,,
1930,-76.14013439,43.01318517,1457003300,20000,Lead,Syracuse Lead Project,3.12E+25,148 Matson Ave E,,,,,,,,,
1930,-76.14012807,43.01120397,1494001600,20000,Lead,Syracuse Lead Project,3.12E+25,201 Walrath Rd,,,,,,,,,
1920,-76.14011183,43.00728169,1429002800,20000,Lead,Syracuse Lead Project,3.12E+25,327 Florence Ave E,,,,,,,,,
1880,-76.14010871,43.06049171,623102300,20000,Lead,Syracuse Lead Project,3.12E+25,339 Douglas St,,,,,,,,,
1925,-76.1401026,43.06152939,434101200,20000,Lead,Syracuse Lead Project,3.12E+25,219 Graves St,,,,,,,,,
1925,-76.13998059,43.05995839,623103100,20000,Lead,Syracuse Lead Project,3.12E+25,330-32 Douglas St,,,,,,,,,
1929,-76.13991076,43.00683317,1429003800,20000,Lead,Syracuse Lead Project,3.12E+25,330 Florence Ave E,,,,,,,,,
1951,-76.13982706,43.0045607,1417002900,20000,Lead,Syracuse Lead Project,3.12E+25,401 Clarence Ave,,,,,,,,,
1925,-76.13977547,43.07310058,394000600,20000,Lead,Syracuse Lead Project,3.12E+25,329 Wadsworth St,,,,,,,,,
1925,-76.13972865,43.06008192,623103300,20000,Lead,Syracuse Lead Project,3.12E+25,338-40 Douglas St,,,,,,,,,
1913,-76.13970333,43.02537669,1908102000,20000,Lead,Syracuse Lead Project,3.12E+25,106 Berwyn Ave,,,,,,,,,
1930,-76.13968504,43.02460721,1908102700,20000,Lead,Syracuse Lead Project,3.12E+25,120 Berwyn Ave,,,,,,,,,
1950,-76.1396806,43.00406242,1417003500,20000,Lead,Syracuse Lead Project,3.12E+25,404 Clarence Ave,,,,,,,,,
1880,-76.13967133,43.06464137,435003900,20000,Lead,Syracuse Lead Project,3.12E+25,212 Grumbach Ave,,,,,,,,,
1900,-76.13966185,43.06450572,435003800,20000,Lead,Syracuse Lead Project,3.12E+25,208 Grumbach Ave,,,,,,,,,
1908,-76.13953751,43.07115247,480002800,20000,Lead,Syracuse Lead Project,3.12E+25,130 Schiller Ave,,,,,,,,,
1930,-76.13952956,42.99552211,1416103000,20000,Lead,Syracuse Lead Project,3.12E+25,221 Cheltenham Rd E,,,,,,,,,
1955,-76.1394777,43.0122282,1408001800,20000,Lead,Syracuse Lead Project,3.12E+25,221 Bennington Dr,,,,,,,,,
1925,-76.13946426,43.06021156,623103500,20000,Lead,Syracuse Lead Project,3.12E+25,346-48 Douglas St,,,,,,,,,
1960,-76.1394111,42.98587085,1468803400,20000,Lead,Syracuse Lead Project,3.12E+25,306 Parrish Lane,,,,,,,,,
1920,-76.13938982,43.0052622,1432003802,20000,Lead,Syracuse Lead Project,3.12E+25,328 Glen Ave E,,,,,,,,,
1900,-76.1392872,43.05299552,637005100,20000,Lead,Syracuse Lead Project,3.12E+25,400 Hawley Ave,,,,,,,,,
1910,-76.1392849,43.06119216,434101600,20000,Lead,Syracuse Lead Project,3.12E+25,305 Graves St,,,,,,,,,
1926,-76.13926532,43.07611425,394005000,20000,Lead,Syracuse Lead Project,3.12E+25,610 Wadsworth St,,,,,,,,,
1928,-76.13922336,43.06388842,460100500,20000,Lead,Syracuse Lead Project,3.12E+25,109 Merz Ave,,,,,,,,,
1925,-76.13916274,43.02496728,1908100700,20000,Lead,Syracuse Lead Project,3.12E+25,113 Berwyn Ave,,,,,,,,,
1925,-76.1391215,43.07291519,394001700,20000,Lead,Syracuse Lead Project,3.12E+25,320 Wadsworth St,,,,,,,,,
1910,-76.13910539,43.06132387,407001200,20000,Lead,Syracuse Lead Project,3.12E+25,306 Beecher St,,,,,,,,,
1917,-76.13904049,43.06192024,407000500,20000,Lead,Syracuse Lead Project,3.12E+25,311 Beecher St,,,,,,,,,
1925,-76.13903287,43.0717344,494003900,20000,Lead,Syracuse Lead Project,3.12E+25,224 Wadsworth St,,,,,,,,,
1925,-76.13901137,43.07196643,434012400,20000,Lead,Syracuse Lead Project,3.12E+25,1617-19 Grant Blvd,,,,,,,,,
1920,-76.13897914,43.07893555,355101400,20000,Lead,Syracuse Lead Project,3.12E+25,159 Maplehurst Ave,,,,,,,,,
1890,-76.13882781,43.05348754,631101600,20000,Lead,Syracuse Lead Project,3.12E+25,110 Gertrude St,,,,,,,,,
1955,-76.1387588,42.99409999,1450301200,20000,Lead,Syracuse Lead Project,3.12E+25,303 Latter Dr,,,,,,,,,
1925,-76.13873933,43.07282383,398000300,20000,Lead,Syracuse Lead Project,3.12E+25,417 Woodruff Ave,,,,,,,,,
1900,-76.13868207,43.08118892,396100900,20000,Lead,Syracuse Lead Project,3.12E+25,110 Wilmore Pl,,,,,,,,,
1900,-76.13865987,43.00144863,1462000600,20000,Lead,Syracuse Lead Project,3.12E+25,140 Monticello Dr N,,,,,,,,,
1940,-76.13864348,43.07198437,434012200,20000,Lead,Syracuse Lead Project,3.12E+25,1607 Grant Blvd,,,,,,,,,
1910,-76.13855537,43.06038407,434102100,20000,Lead,Syracuse Lead Project,3.12E+25,407 Graves St,,,,,,,,,
1860,-76.13850034,43.00019359,1481303800,20000,Lead,Syracuse Lead Project,3.12E+25,308-12 Seneca Turnpike E,,,,,,,,,
1935,-76.13849843,43.07084458,498102600,20000,Lead,Syracuse Lead Project,3.12E+25,261 Woodruff Ave,,,,,,,,,
1910,-76.13848521,43.07064174,498102400,20000,Lead,Syracuse Lead Project,3.12E+25,255 Woodruff Ave,,,,,,,,,
1920,-76.13846593,43.07034569,498102100,20000,Lead,Syracuse Lead Project,3.12E+25,241-43 Woodruff Ave,,,,,,,,,
1900,-76.13842093,43.06965493,498101400,20000,Lead,Syracuse Lead Project,3.12E+25,213 Woodruff Ave,,,,,,,,,
1923,-76.13823498,43.07331313,398002300,20000,Lead,Syracuse Lead Project,3.12E+25,432 Woodruff Ave,,,,,,,,,
1930,-76.13817833,43.02534935,1908000300,20000,Lead,Syracuse Lead Project,3.12E+25,105 Benedict Ave,,,,,,,,,
1920,-76.1381325,43.07894985,355103000,20000,Lead,Syracuse Lead Project,3.12E+25,146 Maplehurst Ave,,,,,,,,,
1900,-76.13793778,43.07407283,357001300,20000,Lead,Syracuse Lead Project,3.12E+25,159 Mayar St,,,,,,,,,
1900,-76.13784161,43.07286758,357000200,20000,Lead,Syracuse Lead Project,3.12E+25,117 Mayar St,,,,,,,,,
1925,-76.13782314,43.07137539,498104800,20000,Lead,Syracuse Lead Project,3.12E+25,308-10 Woodruff Ave,,,,,,,,,
1920,-76.13763398,43.08030249,367000300,20000,Lead,Syracuse Lead Project,3.12E+25,107 Orwood Pl,,,,,,,,,
1900,-76.13745109,43.06285776,468002300,20000,Lead,Syracuse Lead Project,3.12E+25,313 Park St,,,,,,,,,
1920,-76.1373458,43.0737717,357002800,20000,Lead,Syracuse Lead Project,3.12E+25,148 Mayar St,,,,,,,,,
1900,-76.13733443,43.07139921,466014100,20000,Lead,Syracuse Lead Project,3.12E+25,1409-11 Oak St,,,,,,,,,
1900,-76.13727586,43.07289516,357002000,20000,Lead,Syracuse Lead Project,3.12E+25,116 Mayar St,,,,,,,,,
1950,-76.13727493,43.06184362,423101100,20000,Lead,Syracuse Lead Project,3.12E+25,427-29 Douglas St,,,,,,,,,
1900,-76.13717244,43.06893811,466009900,20000,Lead,Syracuse Lead Project,3.12E+25,1215 Oak St,,,,,,,,,
1910,-76.13710746,43.06287324,468002100,20000,Lead,Syracuse Lead Project,3.12E+25,307 Park St,,,,,,,,,
1956,-76.13707241,43.00366758,1457202700,20000,Lead,Syracuse Lead Project,3.12E+25,128 Maywood Dr,,,,,,,,,
1955,-76.13705968,42.99425313,1490201600,20000,Lead,Syracuse Lead Project,3.12E+25,185 Thurlow Dr,,,,,,,,,
1890,-76.13676594,43.06275396,466001700,20000,Lead,Syracuse Lead Project,3.12E+25,709 Oak St,,,,,,,,,
1925,-76.13654564,43.07014217,466013000,20000,Lead,Syracuse Lead Project,3.12E+25,1330 Oak St,,,,,,,,,
1920,-76.13651955,43.06974747,466012600,20000,Lead,Syracuse Lead Project,3.12E+25,1314 Oak St,,,,,,,,,
1910,-76.13646847,43.05188978,613007700,20000,Lead,Syracuse Lead Project,3.12E+25,604 Burnet Ave,,,,,,,,,
1960,-76.13641154,43.01271365,1411104900,20000,Lead,Syracuse Lead Project,3.12E+25,518 Brighton Ave E,,,,,,,,,
1925,-76.13611845,43.0630445,466002500,20000,Lead,Syracuse Lead Project,3.12E+25,712-14 Oak St,,,,,,,,,
1943,-76.13607183,43.07715085,347003900,20000,Lead,Syracuse Lead Project,3.12E+25,307 Kenwick Dr,,,,,,,,,
1890,-76.13597439,43.0554535,631104101,20000,Lead,Syracuse Lead Project,3.12E+25,311 Gertrude St,,,,,,,,,
1900,-76.13588725,43.06669951,438004100,20000,Lead,Syracuse Lead Project,3.12E+25,319 Helen St,,,,,,,,,
1890,-76.13588648,43.06342854,468001800,20000,Lead,Syracuse Lead Project,3.12E+25,204 Park St,,,,,,,,,
1925,-76.13580104,43.01829024,1990101501,20000,Lead,Syracuse Lead Project,3.12E+25,213 Thurber St,,,,,,,,,
1920,-76.13578147,43.06509898,438001800,20000,Lead,Syracuse Lead Project,3.12E+25,213 Helen St,,,,,,,,,
1950,-76.13578059,43.07346993,347000300,20000,Lead,Syracuse Lead Project,3.12E+25,109 Kenwick Dr,,,,,,,,,
1890,-76.13575248,43.06466045,438001400,20000,Lead,Syracuse Lead Project,3.12E+25,205 Helen St,,,,,,,,,
1900,-76.13570442,43.06393706,438000300,20000,Lead,Syracuse Lead Project,3.12E+25,109 Helen St,,,,,,,,,
1900,-76.13567124,43.05434673,629001500,20000,Lead,Syracuse Lead Project,3.12E+25,110 Fountain St,,,,,,,,,
1925,-76.13545253,43.07039334,438011600,20000,Lead,Syracuse Lead Project,3.12E+25,634 Helen St,,,,,,,,,
1923,-76.13543298,43.07009731,438011300,20000,Lead,Syracuse Lead Project,3.12E+25,624 Helen St,,,,,,,,,
1934,-76.1353002,43.0680871,438007500,20000,Lead,Syracuse Lead Project,3.12E+25,420 Helen St,,,,,,,,,
1930,-76.1352505,43.06733477,438006800,20000,Lead,Syracuse Lead Project,3.12E+25,406 Helen St,,,,,,,,,
1918,-76.1352397,43.06213273,444206000,20000,Lead,Syracuse Lead Project,3.12E+25,330-32 Jasper St,,,,,,,,,
1918,-76.13512282,43.0719249,422011400,20000,Lead,Syracuse Lead Project,3.12E+25,923 Dewitt St,,,,,,,,,
1900,-76.13491095,43.06872712,422007100,20000,Lead,Syracuse Lead Project,3.12E+25,705-07 Dewitt St,,,,,,,,,
1910,-76.13472836,43.07272143,334000800,20000,Lead,Syracuse Lead Project,3.12E+25,1218 Grant Blvd,,,,,,,,,
1950,-76.13457333,43.07309862,312000700,20000,Lead,Syracuse Lead Project,3.12E+25,102 Bronx Ave,,,,,,,,,
1940,-76.13456244,43.07792242,370011200,20000,Lead,Syracuse Lead Project,3.12E+25,440 Pleasantview Ave,,,,,,,,,
1900,-76.13454019,43.05360303,637010200,20000,Lead,Syracuse Lead Project,3.12E+25,606 Hawley Ave,,,,,,,,,
1910,-76.13450615,43.05512565,638000500,20000,Lead,Syracuse Lead Project,3.12E+25,119 Henderson St,,,,,,,,,
1935,-76.13431199,43.0735561,312000100,20000,Lead,Syracuse Lead Project,3.12E+25,101 Bronx Ave,,,,,,,,,
1918,-76.13420555,43.07219787,434010200,20000,Lead,Syracuse Lead Project,3.12E+25,1205 Grant Blvd,,,,,,,,,
1940,-76.13395648,43.05582477,631107601,20000,Lead,Syracuse Lead Project,3.12E+25,372-74 Gertrude St,,,,,,,,,
1950,-76.13385539,43.04788296,1504000600,20000,Lead,Syracuse Lead Project,3.12E+25,111 Ashworth Pl,,,,,,,,,
1925,-76.13360441,43.07657749,394107100,20000,Lead,Syracuse Lead Project,3.12E+25,266 Wainwright Ave,,,,,,,,,
1900,-76.13335529,43.05646481,666006000,20000,Lead,Syracuse Lead Project,3.12E+25,300 Oak St,,,,,,,,,
1900,-76.13303269,43.05796928,652000102,20000,Lead,Syracuse Lead Project,3.12E+25,103 Lincoln Park Dr,,,,,,,,,
1900,-76.13282873,43.0554696,637011400,20000,Lead,Syracuse Lead Project,3.12E+25,719 Hawley Ave,,,,,,,,,
1920,-76.13275653,43.05607772,622003300,20000,Lead,Syracuse Lead Project,3.12E+25,213-15 Delhi St,,,,,,,,,
1900,-76.13247585,43.05746853,652001700,20000,Lead,Syracuse Lead Project,3.12E+25,110 Lincoln Park Dr,,,,,,,,,
1924,-76.13233547,43.02454638,1953000101,20000,Lead,Syracuse Lead Project,3.12E+25,121 Lorraine Ave,,,,,,,,,
1920,-76.13204508,43.05581446,622003700,20000,Lead,Syracuse Lead Project,3.12E+25,210 Delhi St,,,,,,,,,
1950,-76.13189679,43.07207244,498001700,20000,Lead,Syracuse Lead Project,3.12E+25,233 Woodlawn Terr,,,,,,,,,
1920,-76.13162053,43.05818483,652001000,20000,Lead,Syracuse Lead Project,3.12E+25,119 Lincoln Park Dr,,,,,,,,,
1955,-76.13155319,43.02452104,1918010100,20000,Lead,Syracuse Lead Project,3.12E+25,1110 Colvin St E,,,,,,,,,
1920,-76.13130112,43.05832201,626008400,20000,Lead,Syracuse Lead Project,3.12E+25,505 Elm St,,,,,,,,,
1900,-76.13128946,43.05753299,652002400,20000,Lead,Syracuse Lead Project,3.12E+25,126 Lincoln Park Dr,,,,,,,,,
1860,-76.13114285,43.05553757,637012800,20000,Lead,Syracuse Lead Project,3.12E+25,817 Hawley Ave,,,,,,,,,
1910,-76.13103135,43.05487844,626002700,20000,Lead,Syracuse Lead Project,3.12E+25,357 Elm St,,,,,,,,,
1947,-76.13090945,43.0228387,1937002900,20000,Lead,Syracuse Lead Project,3.12E+25,244 Harriette Ave,,,,,,,,,
1920,-76.13025221,43.05627309,626007300,20000,Lead,Syracuse Lead Project,3.12E+25,412 Elm St,,,,,,,,,
1900,-76.13004366,43.05342208,626004000,20000,Lead,Syracuse Lead Project,3.12E+25,326 Elm St,,,,,,,,,
1880,-76.12964797,43.05670249,657005300,20000,Lead,Syracuse Lead Project,3.12E+25,245-47 Mather St,,,,,,,,,
1880,-76.12961689,43.0562943,657005000,20000,Lead,Syracuse Lead Project,3.12E+25,233-35 Mather St,,,,,,,,,
1925,-76.12949528,43.05469716,657002200,20000,Lead,Syracuse Lead Project,3.12E+25,179 Mather St,,,,,,,,,
1920,-76.12929171,43.06014099,682100100,20000,Lead,Syracuse Lead Project,3.12E+25,115 Shuart Ave,,,,,,,,,
1880,-76.12892283,43.05933485,681000800,20000,Lead,Syracuse Lead Project,3.12E+25,209 Sedgwick St,,,,,,,,,
1952,-76.12889129,43.01755811,1918204400,20000,Lead,Syracuse Lead Project,3.12E+25,1450 Comstock Ave,,,,,,,,,
1869,-76.12878174,43.05458989,657004000,20000,Lead,Syracuse Lead Project,3.12E+25,174 Mather St,,,,,,,,,
1915,-76.12875766,43.05427347,657003601,20000,Lead,Syracuse Lead Project,3.12E+25,160 Mather St,,,,,,,,,
1920,-76.12874045,43.05404746,657003400,20000,Lead,Syracuse Lead Project,3.12E+25,150 Mather St,,,,,,,,,
1950,-76.12872092,43.07246455,434008000,20000,Lead,Syracuse Lead Project,3.12E+25,817 Grant Blvd,,,,,,,,,
1880,-76.12851235,43.05953602,668000600,20000,Lead,Syracuse Lead Project,3.12E+25,106 Pattison St,,,,,,,,,
1940,-76.12843507,43.05278183,613013200,20000,Lead,Syracuse Lead Project,3.12E+25,827-29 Burnet Ave,,,,,,,,,
1880,-76.1281462,43.06083683,682101400,20000,Lead,Syracuse Lead Project,3.12E+25,211 Shuart Ave,,,,,,,,,
1940,-76.12810049,43.05838646,681001900,20000,Lead,Syracuse Lead Project,3.12E+25,229 Sedgwick St,,,,,,,,,
1925,-76.12764241,43.05477186,607004801,20000,Lead,Syracuse Lead Project,3.12E+25,344 Beech St N,,,,,,,,,
,-76.12743502,43.05930684,668000300,20000,Lead,Syracuse Lead Project,3.12E+25,117-19 Pattison St,,,,,,,,,
1930,-76.1273847,43.04803668,1627004101,20000,Lead,Syracuse Lead Project,3.12E+25,1404 Fayette St E,,,,,,,,,
1935,-76.12709287,43.05951175,610000800,20000,Lead,Syracuse Lead Project,3.12E+25,110 Boyden St,,,,,,,,,
1920,-76.12709269,43.06201906,623001700,20000,Lead,Syracuse Lead Project,3.12E+25,211 Dorothy St,,,,,,,,,
1900,-76.12703971,43.06130663,693104800,20000,Lead,Syracuse Lead Project,3.12E+25,802 Vine St,,,,,,,,,
,-76.12703796,43.05520937,637015700,20000,Lead,Syracuse Lead Project,3.12E+25,1200 Hawley Ave,,,,,,,,,
1900,-76.12690762,43.05916681,668002100,20000,Lead,Syracuse Lead Project,3.12E+25,209 Pattison St,,,,,,,,,
1900,-76.12686655,43.05862487,668003000,20000,Lead,Syracuse Lead Project,3.12E+25,208 Pattison St,,,,,,,,,
1920,-76.12683299,43.05976633,610001100,20000,Lead,Syracuse Lead Project,3.12E+25,118 Boyden St,,,,,,,,,
1900,-76.12641952,43.0609527,682103500,20000,Lead,Syracuse Lead Project,3.12E+25,300 Shuart Ave,,,,,,,,,
1900,-76.12626552,43.06102816,682103601,20000,Lead,Syracuse Lead Project,3.12E+25,306 Shuart Ave,,,,,,,,,
1905,-76.12578435,43.06029134,693104600,20000,Lead,Syracuse Lead Project,3.12E+25,626 Vine St,,,,,,,,,
1930,-76.12572624,43.05907859,693103300,20000,Lead,Syracuse Lead Project,3.12E+25,600 Vine St,,,,,,,,,
1925,-76.1255642,43.04791097,1755200500,20000,Lead,Syracuse Lead Project,3.12E+25,309-11 Maple St,,,,,,,,,
1890,-76.12554173,43.06041432,610002101,20000,Lead,Syracuse Lead Project,3.12E+25,206 Boyden St,,,,,,,,,
1890,-76.12540841,43.06027775,697106700,20000,Lead,Syracuse Lead Project,3.12E+25,821 Winton St,,,,,,,,,
1920,-76.12526086,43.05955235,697105200,20000,Lead,Syracuse Lead Project,3.12E+25,721 Winton St,,,,,,,,,
1920,-76.12514426,43.04916165,1653000200,20000,Lead,Syracuse Lead Project,3.12E+25,105 Lombard Ave,,,,,,,,,
1925,-76.12492526,43.06681193,416001000,20000,Lead,Syracuse Lead Project,3.12E+25,165 Chatham Rd,,,,,,,,,
1918,-76.12474765,43.05538712,682001900,20000,Lead,Syracuse Lead Project,3.12E+25,174 Sherwood Ave,,,,,,,,,
1940,-76.12463365,43.05518974,682001700,20000,Lead,Syracuse Lead Project,3.12E+25,170 Sherwood Ave,,,,,,,,,
1915,-76.1245273,43.06758337,478003705,20000,Lead,Syracuse Lead Project,3.12E+25,301 Rugby Rd,,,,,,,,,
1920,-76.12450809,43.05949435,697105900,20000,Lead,Syracuse Lead Project,3.12E+25,716 Winton St,,,,,,,,,
1900,-76.12448223,43.05913266,697105500,20000,Lead,Syracuse Lead Project,3.12E+25,700 Winton St,,,,,,,,,
1900,-76.12413204,43.05342006,613016900,20000,Lead,Syracuse Lead Project,3.12E+25,1108 Burnet Ave,,,,,,,,,
1890,-76.12403171,43.06192966,582201600,20000,Lead,Syracuse Lead Project,3.12E+25,412 Shuart Ave,,,,,,,,,
1925,-76.1240179,43.04847973,1627006200,20000,Lead,Syracuse Lead Project,3.12E+25,1525 Fayette St E,,,,,,,,,
1930,-76.12399981,43.05928968,638100200,20000,Lead,Syracuse Lead Project,3.12E+25,107 Herbst Ave,,,,,,,,,
1920,-76.12370128,43.04515609,1755002200,20000,Lead,Syracuse Lead Project,3.12E+25,1400 Madison St,,,,,,,,,
1905,-76.12369097,43.06208807,582201800,20000,Lead,Syracuse Lead Project,3.12E+25,416 Shuart Ave,,,,,,,,,
1923,-76.12368841,43.04143321,1735001900,20000,Lead,Syracuse Lead Project,3.12E+25,220 Greenwood Pl,,,,,,,,,
1870,-76.12363914,43.06353217,589005800,20000,Lead,Syracuse Lead Project,3.12E+25,1219-21 Teall Ave,,,,,,,,,
1930,-76.12349214,43.06710872,489101100,20000,Lead,Syracuse Lead Project,3.12E+25,1375 Teall Ave,,,,,,,,,
1860,-76.123481,43.04362954,1716103500,20000,Lead,Syracuse Lead Project,3.12E+25,425 Cherry St,,,,,,,,,
1930,-76.12345348,43.05759859,697103300,20000,Lead,Syracuse Lead Project,3.12E+25,532 Winton St,,,,,,,,,
1890,-76.12339297,43.04255867,1711100500,20000,Lead,Syracuse Lead Project,3.12E+25,109 Bristol Pl,,,,,,,,,
1900,-76.12336359,43.06337446,589005600,20000,Lead,Syracuse Lead Project,3.12E+25,1211-13 Teall Ave,,,,,,,,,
1900,-76.1233407,43.05784867,677002800,20000,Lead,Syracuse Lead Project,3.12E+25,314 Robinson St,,,,,,,,,
1920,-76.12332699,43.03857395,1617002400,20000,Lead,Syracuse Lead Project,3.12E+25,511-13 Clarendon Ave,,,,,,,,,
1890,-76.123247,43.06305377,589005300,20000,Lead,Syracuse Lead Project,3.12E+25,1201 Teall Ave,,,,,,,,,
1900,-76.12318795,43.06231665,589003700,20000,Lead,Syracuse Lead Project,3.12E+25,1151 Teall Ave,,,,,,,,,
1890,-76.12314662,43.04212928,1711100900,20000,Lead,Syracuse Lead Project,3.12E+25,106 Bristol Pl,,,,,,,,,
1915,-76.12311447,43.06075088,689006900,20000,Lead,Syracuse Lead Project,3.12E+25,1025 Teall Ave,,,,,,,,,
1920,-76.12295628,43.04512709,1755002600,20000,Lead,Syracuse Lead Project,3.12E+25,1422 Madison St,,,,,,,,,
1930,-76.12284968,43.06675211,489102200,20000,Lead,Syracuse Lead Project,3.12E+25,1358 Teall Ave,,,,,,,,,
1920,-76.12262989,43.04584149,1706100100,20000,Lead,Syracuse Lead Project,3.12E+25,107 Bassett St,,,,,,,,,
1910,-76.12255638,43.03063447,1650009500,20000,Lead,Syracuse Lead Project,3.12E+25,1049 Lancaster Ave,,,,,,,,,
1930,-76.12251923,43.06839493,469002100,20000,Lead,Syracuse Lead Project,3.12E+25,143 Peck Ave,,,,,,,,,
1900,-76.12241329,43.04523809,1706100501,20000,Lead,Syracuse Lead Project,3.12E+25,121 Bassett St,,,,,,,,,
1900,-76.12240988,43.06127541,589004100,20000,Lead,Syracuse Lead Project,3.12E+25,1100-02 Teall Ave,,,,,,,,,
1947,-76.12239505,43.06994811,468107000,20000,Lead,Syracuse Lead Project,3.12E+25,228 Paul Ave,,,,,,,,,
1947,-76.12237881,43.06325141,526001000,20000,Lead,Syracuse Lead Project,3.12E+25,112 Eldorado St,,,,,,,,,
1925,-76.12221566,43.0609692,510101800,20000,Lead,Syracuse Lead Project,3.12E+25,400 Boyden St,,,,,,,,,
1890,-76.12215557,43.04105636,1745000200,20000,Lead,Syracuse Lead Project,3.12E+25,105 Judson St,,,,,,,,,
1930,-76.12204515,43.06812656,469001700,20000,Lead,Syracuse Lead Project,3.12E+25,135 Peck Ave,,,,,,,,,
1920,-76.12201118,43.0636976,526000300,20000,Lead,Syracuse Lead Project,3.12E+25,121-23 Eldorado St,,,,,,,,,
1920,-76.12195577,43.04731103,1751101200,20000,Lead,Syracuse Lead Project,3.12E+25,145-47 Lexington Ave,,,,,,,,,
1925,-76.12186088,43.06967179,468106500,20000,Lead,Syracuse Lead Project,3.12E+25,216 Paul Ave,,,,,,,,,
1900,-76.12175432,43.04446415,1718003300,20000,Lead,Syracuse Lead Project,3.12E+25,446 Columbus Ave,,,,,,,,,
1955,-76.1216507,43.07098667,434004200,20000,Lead,Syracuse Lead Project,3.12E+25,347-49 Grant Blvd,,,,,,,,,
1900,-76.12148068,43.0402692,1791000300,20000,Lead,Syracuse Lead Project,3.12E+25,107 Trinity Pl,,,,,,,,,
1905,-76.12138955,43.04350382,1718005302,20000,Lead,Syracuse Lead Project,3.12E+25,508-10 Columbus Ave,,,,,,,,,
1920,-76.12130933,43.06404192,560001300,20000,Lead,Syracuse Lead Project,3.12E+25,116 Melrose Ave,,,,,,,,,
1925,-76.12125619,43.06935892,468105900,20000,Lead,Syracuse Lead Project,3.12E+25,204 Paul Ave,,,,,,,,,
